split,track,stem,start_sec,end_sec,rms_dbfs,active_frame_ratio
train,Hezekiah Jones - Borrowed Heart,vocals,10.000,20.000,-23.842,0.990000
train,Hezekiah Jones - Borrowed Heart,drums,10.000,20.000,-28.009,0.925000
train,Hezekiah Jones - Borrowed Heart,bass,10.000,20.000,-33.364,0.220000
train,Hezekiah Jones - Borrowed Heart,other,10.000,20.000,-26.735,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,20.000,30.000,-21.695,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,20.000,30.000,-32.251,0.905000
train,Hezekiah Jones - Borrowed Heart,drums,20.000,30.000,-27.829,0.850000
train,Hezekiah Jones - Borrowed Heart,bass,20.000,30.000,-27.735,0.995000
train,Hezekiah Jones - Borrowed Heart,other,20.000,30.000,-25.598,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,30.000,40.000,-21.056,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,30.000,40.000,-28.170,0.610000
train,Hezekiah Jones - Borrowed Heart,drums,30.000,40.000,-28.152,0.800000
train,Hezekiah Jones - Borrowed Heart,bass,30.000,40.000,-28.225,0.970000
train,Hezekiah Jones - Borrowed Heart,other,30.000,40.000,-25.012,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,40.000,50.000,-19.537,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,40.000,50.000,-23.775,0.945000
train,Hezekiah Jones - Borrowed Heart,drums,40.000,50.000,-27.677,0.910000
train,Hezekiah Jones - Borrowed Heart,bass,40.000,50.000,-29.630,0.985000
train,Hezekiah Jones - Borrowed Heart,other,40.000,50.000,-24.021,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,50.000,60.000,-19.304,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,50.000,60.000,-23.503,1.000000
train,Hezekiah Jones - Borrowed Heart,drums,50.000,60.000,-27.175,0.895000
train,Hezekiah Jones - Borrowed Heart,bass,50.000,60.000,-28.419,0.955000
train,Hezekiah Jones - Borrowed Heart,other,50.000,60.000,-24.140,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,60.000,70.000,-19.417,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,60.000,70.000,-23.210,1.000000
train,Hezekiah Jones - Borrowed Heart,drums,60.000,70.000,-28.508,0.980000
train,Hezekiah Jones - Borrowed Heart,bass,60.000,70.000,-27.491,0.985000
train,Hezekiah Jones - Borrowed Heart,other,60.000,70.000,-24.503,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,70.000,80.000,-19.876,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,70.000,80.000,-24.694,0.915000
train,Hezekiah Jones - Borrowed Heart,drums,70.000,80.000,-28.091,0.895000
train,Hezekiah Jones - Borrowed Heart,bass,70.000,80.000,-27.321,0.995000
train,Hezekiah Jones - Borrowed Heart,other,70.000,80.000,-24.572,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,80.000,90.000,-20.674,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,80.000,90.000,-28.581,0.590000
train,Hezekiah Jones - Borrowed Heart,drums,80.000,90.000,-27.822,1.000000
train,Hezekiah Jones - Borrowed Heart,bass,80.000,90.000,-27.457,0.985000
train,Hezekiah Jones - Borrowed Heart,other,80.000,90.000,-24.458,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,90.000,100.000,-19.230,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,90.000,100.000,-23.784,1.000000
train,Hezekiah Jones - Borrowed Heart,drums,90.000,100.000,-27.957,0.900000
train,Hezekiah Jones - Borrowed Heart,bass,90.000,100.000,-29.501,0.985000
train,Hezekiah Jones - Borrowed Heart,other,90.000,100.000,-23.053,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,100.000,110.000,-19.132,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,100.000,110.000,-23.432,1.000000
train,Hezekiah Jones - Borrowed Heart,drums,100.000,110.000,-27.895,0.925000
train,Hezekiah Jones - Borrowed Heart,bass,100.000,110.000,-29.054,0.995000
train,Hezekiah Jones - Borrowed Heart,other,100.000,110.000,-23.073,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,110.000,120.000,-19.402,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,110.000,120.000,-23.785,1.000000
train,Hezekiah Jones - Borrowed Heart,drums,110.000,120.000,-27.919,0.935000
train,Hezekiah Jones - Borrowed Heart,bass,110.000,120.000,-29.411,0.955000
train,Hezekiah Jones - Borrowed Heart,other,110.000,120.000,-23.504,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,120.000,130.000,-19.093,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,120.000,130.000,-23.608,1.000000
train,Hezekiah Jones - Borrowed Heart,drums,120.000,130.000,-27.410,0.965000
train,Hezekiah Jones - Borrowed Heart,bass,120.000,130.000,-29.601,0.985000
train,Hezekiah Jones - Borrowed Heart,other,120.000,130.000,-23.003,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,130.000,140.000,-18.571,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,130.000,140.000,-29.221,0.465000
train,Hezekiah Jones - Borrowed Heart,drums,130.000,140.000,-27.296,1.000000
train,Hezekiah Jones - Borrowed Heart,bass,130.000,140.000,-29.096,0.975000
train,Hezekiah Jones - Borrowed Heart,other,130.000,140.000,-20.178,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,140.000,150.000,-18.553,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,140.000,150.000,-76.987,0.000000
train,Hezekiah Jones - Borrowed Heart,drums,140.000,150.000,-27.854,0.980000
train,Hezekiah Jones - Borrowed Heart,bass,140.000,150.000,-28.933,0.980000
train,Hezekiah Jones - Borrowed Heart,other,140.000,150.000,-19.557,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,150.000,160.000,-17.706,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,150.000,160.000,-76.998,0.000000
train,Hezekiah Jones - Borrowed Heart,drums,150.000,160.000,-27.079,0.990000
train,Hezekiah Jones - Borrowed Heart,bass,150.000,160.000,-27.111,1.000000
train,Hezekiah Jones - Borrowed Heart,other,150.000,160.000,-18.788,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,160.000,170.000,-17.625,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,160.000,170.000,-76.750,0.000000
train,Hezekiah Jones - Borrowed Heart,drums,160.000,170.000,-26.637,1.000000
train,Hezekiah Jones - Borrowed Heart,bass,160.000,170.000,-27.275,0.995000
train,Hezekiah Jones - Borrowed Heart,other,160.000,170.000,-18.904,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,170.000,180.000,-18.474,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,170.000,180.000,-25.564,0.710000
train,Hezekiah Jones - Borrowed Heart,drums,170.000,180.000,-27.784,0.980000
train,Hezekiah Jones - Borrowed Heart,bass,170.000,180.000,-28.432,0.965000
train,Hezekiah Jones - Borrowed Heart,other,170.000,180.000,-20.905,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,180.000,190.000,-18.413,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,180.000,190.000,-23.832,0.955000
train,Hezekiah Jones - Borrowed Heart,drums,180.000,190.000,-28.694,0.895000
train,Hezekiah Jones - Borrowed Heart,bass,180.000,190.000,-27.545,0.965000
train,Hezekiah Jones - Borrowed Heart,other,180.000,190.000,-21.546,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,190.000,200.000,-18.186,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,190.000,200.000,-23.826,1.000000
train,Hezekiah Jones - Borrowed Heart,drums,190.000,200.000,-28.128,1.000000
train,Hezekiah Jones - Borrowed Heart,bass,190.000,200.000,-27.088,0.995000
train,Hezekiah Jones - Borrowed Heart,other,190.000,200.000,-21.307,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,200.000,210.000,-18.455,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,200.000,210.000,-26.621,0.980000
train,Hezekiah Jones - Borrowed Heart,drums,200.000,210.000,-27.136,1.000000
train,Hezekiah Jones - Borrowed Heart,bass,200.000,210.000,-27.229,0.990000
train,Hezekiah Jones - Borrowed Heart,other,200.000,210.000,-20.927,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,210.000,220.000,-18.439,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,210.000,220.000,-26.062,1.000000
train,Hezekiah Jones - Borrowed Heart,drums,210.000,220.000,-26.967,1.000000
train,Hezekiah Jones - Borrowed Heart,bass,210.000,220.000,-27.537,0.990000
train,Hezekiah Jones - Borrowed Heart,other,210.000,220.000,-20.911,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,220.000,230.000,-18.474,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,220.000,230.000,-27.470,0.940000
train,Hezekiah Jones - Borrowed Heart,drums,220.000,230.000,-26.847,1.000000
train,Hezekiah Jones - Borrowed Heart,bass,220.000,230.000,-26.894,0.990000
train,Hezekiah Jones - Borrowed Heart,other,220.000,230.000,-20.785,1.000000
train,Hezekiah Jones - Borrowed Heart,mixture,230.000,240.000,-19.237,1.000000
train,Hezekiah Jones - Borrowed Heart,vocals,230.000,240.000,-29.985,0.890000
train,Hezekiah Jones - Borrowed Heart,drums,230.000,240.000,-26.896,1.000000
train,Hezekiah Jones - Borrowed Heart,bass,230.000,240.000,-26.762,1.000000
train,Hezekiah Jones - Borrowed Heart,other,230.000,240.000,-21.643,1.000000
train,Flags - 54,mixture,0.000,10.000,-73.558,0.000000
train,Flags - 54,vocals,0.000,10.000,-240.000,0.000000
train,Flags - 54,drums,0.000,10.000,-73.558,0.000000
train,Flags - 54,bass,0.000,10.000,-240.000,0.000000
train,Flags - 54,other,0.000,10.000,-240.000,0.000000
train,Flags - 54,mixture,10.000,20.000,-73.616,0.000000
train,Flags - 54,vocals,10.000,20.000,-240.000,0.000000
train,Flags - 54,drums,10.000,20.000,-73.616,0.000000
train,Flags - 54,bass,10.000,20.000,-240.000,0.000000
train,Flags - 54,other,10.000,20.000,-240.000,0.000000
train,Flags - 54,mixture,20.000,30.000,-23.940,0.760000
train,Flags - 54,vocals,20.000,30.000,-240.000,0.000000
train,Flags - 54,drums,20.000,30.000,-23.940,0.760000
train,Flags - 54,bass,20.000,30.000,-240.000,0.000000
train,Flags - 54,other,20.000,30.000,-240.000,0.000000
train,Flags - 54,mixture,30.000,40.000,-21.954,1.000000
train,Flags - 54,vocals,30.000,40.000,-240.000,0.000000
train,Flags - 54,drums,30.000,40.000,-21.955,1.000000
train,Flags - 54,bass,30.000,40.000,-240.000,0.000000
train,Flags - 54,other,30.000,40.000,-58.646,0.000000
train,Flags - 54,mixture,40.000,50.000,-21.179,1.000000
train,Flags - 54,vocals,40.000,50.000,-240.000,0.000000
train,Flags - 54,drums,40.000,50.000,-21.626,1.000000
train,Flags - 54,bass,40.000,50.000,-74.762,0.000000
train,Flags - 54,other,40.000,50.000,-31.390,0.955000
train,Flags - 54,mixture,50.000,60.000,-17.891,1.000000
train,Flags - 54,vocals,50.000,60.000,-240.000,0.000000
train,Flags - 54,drums,50.000,60.000,-19.185,1.000000
train,Flags - 54,bass,50.000,60.000,-25.820,0.965000
train,Flags - 54,other,50.000,60.000,-28.021,1.000000
train,Flags - 54,mixture,60.000,70.000,-18.476,1.000000
train,Flags - 54,vocals,60.000,70.000,-43.262,0.105000
train,Flags - 54,drums,60.000,70.000,-19.524,1.000000
train,Flags - 54,bass,60.000,70.000,-26.286,1.000000
train,Flags - 54,other,60.000,70.000,-31.124,1.000000
train,Flags - 54,mixture,70.000,80.000,-23.294,1.000000
train,Flags - 54,vocals,70.000,80.000,-31.911,0.970000
train,Flags - 54,drums,70.000,80.000,-26.068,0.990000
train,Flags - 54,bass,70.000,80.000,-28.911,1.000000
train,Flags - 54,other,70.000,80.000,-35.833,0.965000
train,Flags - 54,mixture,80.000,90.000,-21.479,1.000000
train,Flags - 54,vocals,80.000,90.000,-30.268,0.970000
train,Flags - 54,drums,80.000,90.000,-23.810,0.995000
train,Flags - 54,bass,80.000,90.000,-28.122,1.000000
train,Flags - 54,other,80.000,90.000,-34.852,0.915000
train,Flags - 54,mixture,90.000,100.000,-20.104,1.000000
train,Flags - 54,vocals,90.000,100.000,-29.959,0.950000
train,Flags - 54,drums,90.000,100.000,-21.872,1.000000
train,Flags - 54,bass,90.000,100.000,-28.298,0.990000
train,Flags - 54,other,90.000,100.000,-30.677,1.000000
train,Flags - 54,mixture,100.000,110.000,-19.151,1.000000
train,Flags - 54,vocals,100.000,110.000,-26.389,0.845000
train,Flags - 54,drums,100.000,110.000,-21.161,1.000000
train,Flags - 54,bass,100.000,110.000,-27.857,0.900000
train,Flags - 54,other,100.000,110.000,-30.588,0.985000
train,Flags - 54,mixture,110.000,120.000,-17.549,1.000000
train,Flags - 54,vocals,110.000,120.000,-24.179,0.965000
train,Flags - 54,drums,110.000,120.000,-19.891,1.000000
train,Flags - 54,bass,110.000,120.000,-26.755,1.000000
train,Flags - 54,other,110.000,120.000,-29.694,1.000000
train,Flags - 54,mixture,120.000,130.000,-17.133,1.000000
train,Flags - 54,vocals,120.000,130.000,-22.259,1.000000
train,Flags - 54,drums,120.000,130.000,-19.980,1.000000
train,Flags - 54,bass,120.000,130.000,-26.318,1.000000
train,Flags - 54,other,120.000,130.000,-30.314,1.000000
train,Flags - 54,mixture,130.000,140.000,-21.321,1.000000
train,Flags - 54,vocals,130.000,140.000,-29.580,0.905000
train,Flags - 54,drums,130.000,140.000,-23.368,1.000000
train,Flags - 54,bass,130.000,140.000,-29.214,0.920000
train,Flags - 54,other,130.000,140.000,-33.410,0.985000
train,Flags - 54,mixture,140.000,150.000,-21.875,1.000000
train,Flags - 54,vocals,140.000,150.000,-33.444,0.825000
train,Flags - 54,drums,140.000,150.000,-23.007,1.000000
train,Flags - 54,bass,140.000,150.000,-29.869,0.940000
train,Flags - 54,other,140.000,150.000,-36.648,0.975000
train,Flags - 54,mixture,150.000,160.000,-20.162,1.000000
train,Flags - 54,vocals,150.000,160.000,-28.484,0.865000
train,Flags - 54,drums,150.000,160.000,-21.855,1.000000
train,Flags - 54,bass,150.000,160.000,-28.860,0.915000
train,Flags - 54,other,150.000,160.000,-33.199,1.000000
train,Flags - 54,mixture,160.000,170.000,-20.013,1.000000
train,Flags - 54,vocals,160.000,170.000,-28.747,0.790000
train,Flags - 54,drums,160.000,170.000,-21.615,1.000000
train,Flags - 54,bass,160.000,170.000,-28.748,0.860000
train,Flags - 54,other,160.000,170.000,-33.001,0.975000
train,Flags - 54,mixture,170.000,180.000,-19.602,1.000000
train,Flags - 54,vocals,170.000,180.000,-90.396,0.000000
train,Flags - 54,drums,170.000,180.000,-19.755,1.000000
train,Flags - 54,bass,170.000,180.000,-33.117,0.135000
train,Flags - 54,other,170.000,180.000,-37.948,0.790000
train,Flags - 54,mixture,180.000,190.000,-15.751,1.000000
train,Flags - 54,vocals,180.000,190.000,-23.360,0.480000
train,Flags - 54,drums,180.000,190.000,-17.287,1.000000
train,Flags - 54,bass,180.000,190.000,-25.379,1.000000
train,Flags - 54,other,180.000,190.000,-32.519,1.000000
train,Flags - 54,mixture,190.000,200.000,-15.442,1.000000
train,Flags - 54,vocals,190.000,200.000,-20.950,0.960000
train,Flags - 54,drums,190.000,200.000,-17.649,1.000000
train,Flags - 54,bass,190.000,200.000,-25.793,1.000000
train,Flags - 54,other,190.000,200.000,-31.788,1.000000
train,Flags - 54,mixture,200.000,210.000,-15.036,1.000000
train,Flags - 54,vocals,200.000,210.000,-19.818,0.965000
train,Flags - 54,drums,200.000,210.000,-17.563,1.000000
train,Flags - 54,bass,200.000,210.000,-25.642,1.000000
train,Flags - 54,other,200.000,210.000,-31.695,1.000000
train,Flags - 54,mixture,210.000,220.000,-16.835,1.000000
train,Flags - 54,vocals,210.000,220.000,-71.226,0.000000
train,Flags - 54,drums,210.000,220.000,-17.854,1.000000
train,Flags - 54,bass,210.000,220.000,-25.366,1.000000
train,Flags - 54,other,210.000,220.000,-28.574,1.000000
train,Flags - 54,mixture,220.000,230.000,-18.893,1.000000
train,Flags - 54,vocals,220.000,230.000,-240.000,0.000000
train,Flags - 54,drums,220.000,230.000,-19.460,1.000000
train,Flags - 54,bass,220.000,230.000,-31.804,0.200000
train,Flags - 54,other,220.000,230.000,-30.606,0.670000
train,Flags - 54,mixture,230.000,240.000,-17.586,1.000000
train,Flags - 54,vocals,230.000,240.000,-240.000,0.000000
train,Flags - 54,drums,230.000,240.000,-17.624,1.000000
train,Flags - 54,bass,230.000,240.000,-240.000,0.000000
train,Flags - 54,other,230.000,240.000,-37.946,1.000000
train,Flags - 54,mixture,240.000,250.000,-17.532,1.000000
train,Flags - 54,vocals,240.000,250.000,-240.000,0.000000
train,Flags - 54,drums,240.000,250.000,-17.610,1.000000
train,Flags - 54,bass,240.000,250.000,-240.000,0.000000
train,Flags - 54,other,240.000,250.000,-35.207,1.000000
train,Flags - 54,mixture,250.000,260.000,-17.634,1.000000
train,Flags - 54,vocals,250.000,260.000,-240.000,0.000000
train,Flags - 54,drums,250.000,260.000,-17.664,1.000000
train,Flags - 54,bass,250.000,260.000,-240.000,0.000000
train,Flags - 54,other,250.000,260.000,-39.382,0.985000
train,Flags - 54,mixture,260.000,270.000,-15.943,1.000000
train,Flags - 54,vocals,260.000,270.000,-240.000,0.000000
train,Flags - 54,drums,260.000,270.000,-16.002,1.000000
train,Flags - 54,bass,260.000,270.000,-240.000,0.000000
train,Flags - 54,other,260.000,270.000,-34.424,1.000000
train,Flags - 54,mixture,270.000,280.000,-16.396,1.000000
train,Flags - 54,vocals,270.000,280.000,-240.000,0.000000
train,Flags - 54,drums,270.000,280.000,-16.489,1.000000
train,Flags - 54,bass,270.000,280.000,-240.000,0.000000
train,Flags - 54,other,270.000,280.000,-33.299,1.000000
train,Flags - 54,mixture,280.000,290.000,-17.368,0.690000
train,Flags - 54,vocals,280.000,290.000,-240.000,0.000000
train,Flags - 54,drums,280.000,290.000,-17.596,0.680000
train,Flags - 54,bass,280.000,290.000,-240.000,0.000000
train,Flags - 54,other,280.000,290.000,-30.096,0.620000
train,Flags - 54,mixture,290.000,300.000,-76.474,0.000000
train,Flags - 54,vocals,290.000,300.000,-240.000,0.000000
train,Flags - 54,drums,290.000,300.000,-78.588,0.000000
train,Flags - 54,bass,290.000,300.000,-240.000,0.000000
train,Flags - 54,other,290.000,300.000,-80.056,0.000000
train,Flags - 54,mixture,300.000,310.000,-240.000,0.000000
train,Flags - 54,vocals,300.000,310.000,-240.000,0.000000
train,Flags - 54,drums,300.000,310.000,-240.000,0.000000
train,Flags - 54,bass,300.000,310.000,-240.000,0.000000
train,Flags - 54,other,300.000,310.000,-240.000,0.000000
train,Flags - 54,mixture,310.000,315.344,-240.000,0.000000
train,Flags - 54,vocals,310.000,315.344,-240.000,0.000000
train,Flags - 54,drums,310.000,315.344,-240.000,0.000000
train,Flags - 54,bass,310.000,315.344,-240.000,0.000000
train,Flags - 54,other,310.000,315.344,-240.000,0.000000
train,Fergessen - Back From The Start,mixture,0.000,10.000,-23.410,0.710000
train,Fergessen - Back From The Start,vocals,0.000,10.000,-26.493,0.415000
train,Fergessen - Back From The Start,drums,0.000,10.000,-26.774,0.710000
train,Fergessen - Back From The Start,bass,0.000,10.000,-240.000,0.000000
train,Fergessen - Back From The Start,other,0.000,10.000,-36.800,0.410000
train,Fergessen - Back From The Start,mixture,10.000,20.000,-21.320,1.000000
train,Fergessen - Back From The Start,vocals,10.000,20.000,-24.839,0.845000
train,Fergessen - Back From The Start,drums,10.000,20.000,-24.509,1.000000
train,Fergessen - Back From The Start,bass,10.000,20.000,-37.125,0.230000
train,Fergessen - Back From The Start,other,10.000,20.000,-34.019,1.000000
train,Fergessen - Back From The Start,mixture,20.000,30.000,-21.634,1.000000
train,Fergessen - Back From The Start,vocals,20.000,30.000,-30.025,0.645000
train,Fergessen - Back From The Start,drums,20.000,30.000,-24.023,1.000000
train,Fergessen - Back From The Start,bass,20.000,30.000,-27.809,1.000000
